GP_name,quali_pos,constructor,driver,position,driver_confidence,constructor_relaiblity,active_driver,active_constructor,dob
Albert Park Grand Prix Circuit,8,McLaren,Lando Norris,8,0.9166666666666666,0.5914786967418546,1,1,1999-11-13
Albert Park Grand Prix Circuit,4,Ferrari,Sebastian Vettel,4,0.955,0.8980099502487562,1,1,1987-07-03
Albert Park Grand Prix Circuit,3,Ferrari,Sebastian Vettel,3,0.955,0.8980099502487562,1,1,1987-07-03
Albert Park Grand Prix Circuit,2,Ferrari,Sebastian Vettel,2,0.955,0.8980099502487562,1,1,1987-07-03
Albert Park Grand Prix Circuit,3,Ferrari,Sebastian Vettel,3,0.955,0.8980099502487562,1,1,1987-07-03
Albert Park Grand Prix Circuit,3,Ferrari,Sebastian Vettel,3,0.955,0.8980099502487562,1,1,1987-07-03
Albert Park Grand Prix Circuit,11,Ferrari,Kimi Räikkönen,12,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Albert Park Grand Prix Circuit,5,Ferrari,Kimi Räikkönen,5,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Albert Park Grand Prix Circuit,4,Ferrari,Kimi Räikkönen,4,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Albert Park Grand Prix Circuit,4,Ferrari,Kimi Räikkönen,4,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Albert Park Grand Prix Circuit,2,Ferrari,Kimi Räikkönen,2,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Albert Park Grand Prix Circuit,5,Ferrari,Charles Leclerc,5,0.8444444444444444,0.8980099502487562,1,1,1997-10-16
Albert Park Grand Prix Circuit,3,Mercedes,Lewis Hamilton,3,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Albert Park Grand Prix Circuit,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Albert Park Grand Prix Circuit,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Albert Park Grand Prix Circuit,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Albert Park Grand Prix Circuit,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Albert Park Grand Prix Circuit,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Albert Park Grand Prix Circuit,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Albert Park Grand Prix Circuit,3,Mercedes,Valtteri Bottas,3,0.965034965034965,0.8778054862842892,1,1,1989-08-28
Albert Park Grand Prix Circuit,15,Mercedes,Valtteri Bottas,10,0.965034965034965,0.8778054862842892,1,1,1989-08-28
Albert Park Grand Prix Circuit,2,Mercedes,Valtteri Bottas,2,0.965034965034965,0.8778054862842892,1,1,1989-08-28
Albert Park Grand Prix Circuit,10,AlphaTauri,Daniel Ricciardo,10,0.9421965317919075,0.4547738693467337,1,1,1989-07-01
Albert Park Grand Prix Circuit,14,AlphaTauri,Daniel Ricciardo,14,0.9421965317919075,0.4547738693467337,1,1,1989-07-01
Albert Park Grand Prix Circuit,8,AlphaTauri,Daniil Kvyat,8,0.9175257731958762,0.4547738693467337,1,1,1994-04-26
Albert Park Grand Prix Circuit,9,AlphaTauri,Daniil Kvyat,9,0.9175257731958762,0.4547738693467337,1,1,1994-04-26
Albert Park Grand Prix Circuit,15,AlphaTauri,Daniil Kvyat,15,0.9175257731958762,0.4547738693467337,1,1,1994-04-26
Albert Park Grand Prix Circuit,7,AlphaTauri,Carlos Sainz,8,0.9038461538461539,0.4547738693467337,1,1,1994-09-01
Albert Park Grand Prix Circuit,7,AlphaTauri,Carlos Sainz,7,0.9038461538461539,0.4547738693467337,1,1,1994-09-01
Albert Park Grand Prix Circuit,8,AlphaTauri,Carlos Sainz,8,0.9038461538461539,0.4547738693467337,1,1,1994-09-01
Albert Park Grand Prix Circuit,11,AlphaTauri,Max Verstappen,12,0.9142857142857143,0.4547738693467337,1,1,1997-09-30
Albert Park Grand Prix Circuit,5,AlphaTauri,Max Verstappen,5,0.9142857142857143,0.4547738693467337,1,1,1997-09-30
Albert Park Grand Prix Circuit,20,AlphaTauri,Pierre Gasly,20,0.9387755102040817,0.4547738693467337,1,1,1996-02-07
Albert Park Grand Prix Circuit,13,AlphaTauri,Alexander Albon,13,0.9565217391304348,0.4547738693467337,1,1,1996-03-23
Albert Park Grand Prix Circuit,16,Racing Point,Sergio Pérez,16,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Albert Park Grand Prix Circuit,14,Racing Point,Sergio Pérez,15,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Albert Park Grand Prix Circuit,9,Racing Point,Sergio Pérez,9,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Albert Park Grand Prix Circuit,10,Racing Point,Sergio Pérez,11,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Albert Park Grand Prix Circuit,12,Racing Point,Sergio Pérez,13,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Albert Park Grand Prix Circuit,13,Racing Point,Esteban Ocon,14,0.9230769230769231,0.6084788029925188,1,1,1996-09-17
Albert Park Grand Prix Circuit,14,Racing Point,Esteban Ocon,15,0.9230769230769231,0.6084788029925188,1,1,1996-09-17
Albert Park Grand Prix Circuit,13,Alfa Romeo,Sergio Pérez,13,0.9333333333333333,0.42713567839195976,1,1,1990-01-26
Albert Park Grand Prix Circuit,22,Alfa Romeo,Sergio Pérez,17,0.9333333333333333,0.42713567839195976,1,1,1990-01-26
Albert Park Grand Prix Circuit,16,Alfa Romeo,Antonio Giovinazzi,16,0.88,0.42713567839195976,1,1,1993-12-14
Albert Park Grand Prix Circuit,18,Alfa Romeo,Charles Leclerc,18,0.8444444444444444,0.42713567839195976,1,1,1997-10-16
Albert Park Grand Prix Circuit,1,Red Bull,Sebastian Vettel,1,0.955,0.825,1,1,1987-07-03
Albert Park Grand Prix Circuit,1,Red Bull,Sebastian Vettel,1,0.955,0.825,1,1,1987-07-03
Albert Park Grand Prix Circuit,6,Red Bull,Sebastian Vettel,6,0.955,0.825,1,1,1987-07-03
Albert Park Grand Prix Circuit,1,Red Bull,Sebastian Vettel,1,0.955,0.825,1,1,1987-07-03
Albert Park Grand Prix Circuit,12,Red Bull,Sebastian Vettel,13,0.955,0.825,1,1,1987-07-03
Albert Park Grand Prix Circuit,2,Red Bull,Daniel Ricciardo,2,0.9421965317919075,0.825,1,1,1989-07-01
Albert Park Grand Prix Circuit,6,Red Bull,Daniel Ricciardo,7,0.9421965317919075,0.825,1,1,1989-07-01
Albert Park Grand Prix Circuit,8,Red Bull,Daniel Ricciardo,8,0.9421965317919075,0.825,1,1,1989-07-01
Albert Park Grand Prix Circuit,0,Red Bull,Daniel Ricciardo,10,0.9421965317919075,0.825,1,1,1989-07-01
Albert Park Grand Prix Circuit,8,Red Bull,Daniel Ricciardo,5,0.9421965317919075,0.825,1,1,1989-07-01
Albert Park Grand Prix Circuit,12,Red Bull,Daniil Kvyat,13,0.9175257731958762,0.825,1,1,1994-04-26
Albert Park Grand Prix Circuit,18,Red Bull,Daniil Kvyat,18,0.9175257731958762,0.825,1,1,1994-04-26
Albert Park Grand Prix Circuit,5,Red Bull,Max Verstappen,5,0.9142857142857143,0.825,1,1,1997-09-30
Albert Park Grand Prix Circuit,4,Red Bull,Max Verstappen,4,0.9142857142857143,0.825,1,1,1997-09-30
Albert Park Grand Prix Circuit,4,Red Bull,Max Verstappen,4,0.9142857142857143,0.825,1,1,1997-09-30
Albert Park Grand Prix Circuit,17,Red Bull,Pierre Gasly,17,0.9387755102040817,0.825,1,1,1996-02-07
Albert Park Grand Prix Circuit,17,Renault,Kimi Räikkönen,18,0.9440993788819876,0.5301507537688442,1,1,1979-10-17
Albert Park Grand Prix Circuit,7,Renault,Kimi Räikkönen,7,0.9440993788819876,0.5301507537688442,1,1,1979-10-17
Albert Park Grand Prix Circuit,3,Renault,Romain Grosjean,3,0.8518518518518519,0.5301507537688442,1,1,1986-04-17
Albert Park Grand Prix Circuit,8,Renault,Romain Grosjean,8,0.8518518518518519,0.5301507537688442,1,1,1986-04-17
Albert Park Grand Prix Circuit,22,Renault,Romain Grosjean,21,0.8518518518518519,0.5301507537688442,1,1,1986-04-17
Albert Park Grand Prix Circuit,8,Renault,Romain Grosjean,9,0.8518518518518519,0.5301507537688442,1,1,1986-04-17
Albert Park Grand Prix Circuit,9,Alfa Romeo,Kimi Räikkönen,9,0.9440993788819876,0.42713567839195976,1,1,1979-10-17
Albert Park Grand Prix Circuit,14,Alfa Romeo,Antonio Giovinazzi,14,0.88,0.42713567839195976,1,1,1993-12-14
Albert Park Grand Prix Circuit,19,Haas F1 Team,Romain Grosjean,19,0.8518518518518519,0.34302325581395354,1,1,1986-04-17
Albert Park Grand Prix Circuit,6,Haas F1 Team,Romain Grosjean,6,0.8518518518518519,0.34302325581395354,1,1,1986-04-17
Albert Park Grand Prix Circuit,6,Haas F1 Team,Romain Grosjean,7,0.8518518518518519,0.34302325581395354,1,1,1986-04-17
Albert Park Grand Prix Circuit,6,Haas F1 Team,Romain Grosjean,6,0.8518518518518519,0.34302325581395354,1,1,1986-04-17
Albert Park Grand Prix Circuit,17,Haas F1 Team,Kevin Magnussen,17,0.9523809523809523,0.34302325581395354,1,1,1992-10-05
Albert Park Grand Prix Circuit,5,Haas F1 Team,Kevin Magnussen,6,0.9523809523809523,0.34302325581395354,1,1,1992-10-05
Albert Park Grand Prix Circuit,7,Haas F1 Team,Kevin Magnussen,7,0.9523809523809523,0.34302325581395354,1,1,1992-10-05
Albert Park Grand Prix Circuit,10,Racing Point,Sergio Pérez,10,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Albert Park Grand Prix Circuit,16,Racing Point,Lance Stroll,16,0.9230769230769231,0.6084788029925188,1,1,1998-10-29
Sepang International Circuit,14,Renault,Kevin Magnussen,14,0.9523809523809523,0.5301507537688442,1,1,1992-10-05
Sepang International Circuit,18,Williams,Valtteri Bottas,18,0.965034965034965,0.4962593516209476,1,1,1989-08-28
Sepang International Circuit,18,Williams,Valtteri Bottas,15,0.965034965034965,0.4962593516209476,1,1,1989-08-28
Sepang International Circuit,8,Williams,Valtteri Bottas,9,0.965034965034965,0.4962593516209476,1,1,1989-08-28
Sepang International Circuit,11,Williams,Valtteri Bottas,11,0.965034965034965,0.4962593516209476,1,1,1989-08-28
Sepang International Circuit,13,Williams,Lance Stroll,13,0.9230769230769231,0.4962593516209476,1,1,1998-10-29
Sepang International Circuit,20,McLaren,Lewis Hamilton,20,0.945273631840796,0.5914786967418546,1,1,1985-01-07
Sepang International Circuit,2,McLaren,Lewis Hamilton,2,0.945273631840796,0.5914786967418546,1,1,1985-01-07
Sepang International Circuit,1,McLaren,Lewis Hamilton,1,0.945273631840796,0.5914786967418546,1,1,1985-01-07
Sepang International Circuit,9,McLaren,Sergio Pérez,10,0.9333333333333333,0.5914786967418546,1,1,1990-01-26
Sepang International Circuit,8,McLaren,Kevin Magnussen,8,0.9523809523809523,0.5914786967418546,1,1,1992-10-05
Sepang International Circuit,2,Ferrari,Sebastian Vettel,2,0.955,0.8980099502487562,1,1,1987-07-03
Sepang International Circuit,5,Ferrari,Sebastian Vettel,5,0.955,0.8980099502487562,1,1,1987-07-03
Sepang International Circuit,20,Ferrari,Sebastian Vettel,20,0.955,0.8980099502487562,1,1,1987-07-03
Sepang International Circuit,6,Ferrari,Kimi Räikkönen,6,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Sepang International Circuit,11,Ferrari,Kimi Räikkönen,11,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Sepang International Circuit,6,Ferrari,Kimi Räikkönen,6,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Sepang International Circuit,0,Ferrari,Kimi Räikkönen,2,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Sepang International Circuit,4,Mercedes,Lewis Hamilton,4,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Sepang International Circuit,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Sepang International Circuit,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Sepang International Circuit,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Sepang International Circuit,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Sepang International Circuit,5,Mercedes,Valtteri Bottas,5,0.965034965034965,0.8778054862842892,1,1,1989-08-28
Sepang International Circuit,15,AlphaTauri,Daniel Ricciardo,15,0.9421965317919075,0.4547738693467337,1,1,1989-07-01
Sepang International Circuit,13,AlphaTauri,Daniel Ricciardo,13,0.9421965317919075,0.4547738693467337,1,1,1989-07-01
Sepang International Circuit,11,AlphaTauri,Daniil Kvyat,11,0.9175257731958762,0.4547738693467337,1,1,1994-04-26
Sepang International Circuit,15,AlphaTauri,Daniil Kvyat,15,0.9175257731958762,0.4547738693467337,1,1,1994-04-26
Sepang International Circuit,15,AlphaTauri,Carlos Sainz,15,0.9038461538461539,0.4547738693467337,1,1,1994-09-01
Sepang International Circuit,16,AlphaTauri,Carlos Sainz,16,0.9038461538461539,0.4547738693467337,1,1,1994-09-01
Sepang International Circuit,14,AlphaTauri,Carlos Sainz,14,0.9038461538461539,0.4547738693467337,1,1,1994-09-01
Sepang International Circuit,6,AlphaTauri,Max Verstappen,6,0.9142857142857143,0.4547738693467337,1,1,1997-09-30
Sepang International Circuit,15,AlphaTauri,Pierre Gasly,15,0.9387755102040817,0.4547738693467337,1,1,1996-02-07
Sepang International Circuit,14,Racing Point,Sergio Pérez,14,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Sepang International Circuit,14,Racing Point,Sergio Pérez,14,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Sepang International Circuit,7,Racing Point,Sergio Pérez,7,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Sepang International Circuit,9,Racing Point,Sergio Pérez,9,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Sepang International Circuit,6,Racing Point,Esteban Ocon,6,0.9230769230769231,0.6084788029925188,1,1,1996-09-17
Sepang International Circuit,16,Alfa Romeo,Sergio Pérez,16,0.9333333333333333,0.42713567839195976,1,1,1990-01-26
Sepang International Circuit,9,Alfa Romeo,Sergio Pérez,10,0.9333333333333333,0.42713567839195976,1,1,1990-01-26
Sepang International Circuit,3,Red Bull,Sebastian Vettel,3,0.955,0.825,1,1,1987-07-03
Sepang International Circuit,1,Red Bull,Sebastian Vettel,1,0.955,0.825,1,1,1987-07-03
Sepang International Circuit,5,Red Bull,Sebastian Vettel,6,0.955,0.825,1,1,1987-07-03
Sepang International Circuit,1,Red Bull,Sebastian Vettel,1,0.955,0.825,1,1,1987-07-03
Sepang International Circuit,2,Red Bull,Sebastian Vettel,2,0.955,0.825,1,1,1987-07-03
Sepang International Circuit,5,Red Bull,Daniel Ricciardo,5,0.9421965317919075,0.825,1,1,1989-07-01
Sepang International Circuit,4,Red Bull,Daniel Ricciardo,4,0.9421965317919075,0.825,1,1,1989-07-01
Sepang International Circuit,4,Red Bull,Daniel Ricciardo,4,0.9421965317919075,0.825,1,1,1989-07-01
Sepang International Circuit,4,Red Bull,Daniel Ricciardo,4,0.9421965317919075,0.825,1,1,1989-07-01
Sepang International Circuit,5,Red Bull,Daniil Kvyat,5,0.9175257731958762,0.825,1,1,1994-04-26
Sepang International Circuit,3,Red Bull,Max Verstappen,3,0.9142857142857143,0.825,1,1,1997-09-30
Sepang International Circuit,3,Red Bull,Max Verstappen,3,0.9142857142857143,0.825,1,1,1997-09-30
Sepang International Circuit,10,Renault,Kimi Räikkönen,5,0.9440993788819876,0.5301507537688442,1,1,1979-10-17
Sepang International Circuit,10,Renault,Kimi Räikkönen,7,0.9440993788819876,0.5301507537688442,1,1,1979-10-17
Sepang International Circuit,6,Renault,Romain Grosjean,7,0.8518518518518519,0.5301507537688442,1,1,1986-04-17
Sepang International Circuit,11,Renault,Romain Grosjean,11,0.8518518518518519,0.5301507537688442,1,1,1986-04-17
Sepang International Circuit,15,Renault,Romain Grosjean,16,0.8518518518518519,0.5301507537688442,1,1,1986-04-17
Sepang International Circuit,10,Renault,Romain Grosjean,8,0.8518518518518519,0.5301507537688442,1,1,1986-04-17
Sepang International Circuit,12,Haas F1 Team,Romain Grosjean,12,0.8518518518518519,0.34302325581395354,1,1,1986-04-17
Sepang International Circuit,16,Haas F1 Team,Romain Grosjean,16,0.8518518518518519,0.34302325581395354,1,1,1986-04-17
Sepang International Circuit,17,Haas F1 Team,Kevin Magnussen,17,0.9523809523809523,0.34302325581395354,1,1,1992-10-05
Shanghai International Circuit,7,Renault,Daniel Ricciardo,7,0.9421965317919075,0.5301507537688442,1,1,1989-07-01
Shanghai International Circuit,17,Renault,Kevin Magnussen,17,0.9523809523809523,0.5301507537688442,1,1,1992-10-05
Shanghai International Circuit,9,Renault,Carlos Sainz,9,0.9038461538461539,0.5301507537688442,1,1,1994-09-01
Shanghai International Circuit,16,Williams,Valtteri Bottas,17,0.965034965034965,0.4962593516209476,1,1,1989-08-28
Shanghai International Circuit,7,Williams,Valtteri Bottas,7,0.965034965034965,0.4962593516209476,1,1,1989-08-28
Shanghai International Circuit,5,Williams,Valtteri Bottas,5,0.965034965034965,0.4962593516209476,1,1,1989-08-28
Shanghai International Circuit,5,Williams,Valtteri Bottas,5,0.965034965034965,0.4962593516209476,1,1,1989-08-28
Shanghai International Circuit,10,Williams,Lance Stroll,10,0.9230769230769231,0.4962593516209476,1,1,1998-10-29
Shanghai International Circuit,18,Williams,Lance Stroll,18,0.9230769230769231,0.4962593516209476,1,1,1998-10-29
Shanghai International Circuit,17,Williams,George Russell,17,0.9583333333333334,0.4962593516209476,1,1,1998-02-15
Shanghai International Circuit,6,McLaren,Lewis Hamilton,6,0.945273631840796,0.5914786967418546,1,1,1985-01-07
Shanghai International Circuit,3,McLaren,Lewis Hamilton,3,0.945273631840796,0.5914786967418546,1,1,1985-01-07
Shanghai International Circuit,7,McLaren,Lewis Hamilton,2,0.945273631840796,0.5914786967418546,1,1,1985-01-07
Shanghai International Circuit,12,McLaren,Sergio Pérez,12,0.9333333333333333,0.5914786967418546,1,1,1990-01-26
Shanghai International Circuit,15,McLaren,Kevin Magnussen,15,0.9523809523809523,0.5914786967418546,1,1,1992-10-05
Shanghai International Circuit,14,McLaren,Carlos Sainz,14,0.9038461538461539,0.5914786967418546,1,1,1994-09-01
Shanghai International Circuit,15,McLaren,Lando Norris,15,0.9166666666666666,0.5914786967418546,1,1,1999-11-13
Shanghai International Circuit,3,Ferrari,Sebastian Vettel,3,0.955,0.8980099502487562,1,1,1987-07-03
Shanghai International Circuit,4,Ferrari,Sebastian Vettel,4,0.955,0.8980099502487562,1,1,1987-07-03
Shanghai International Circuit,2,Ferrari,Sebastian Vettel,2,0.955,0.8980099502487562,1,1,1987-07-03
Shanghai International Circuit,1,Ferrari,Sebastian Vettel,1,0.955,0.8980099502487562,1,1,1987-07-03
Shanghai International Circuit,3,Ferrari,Sebastian Vettel,3,0.955,0.8980099502487562,1,1,1987-07-03
Shanghai International Circuit,11,Ferrari,Kimi Räikkönen,11,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Shanghai International Circuit,6,Ferrari,Kimi Räikkönen,6,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Shanghai International Circuit,3,Ferrari,Kimi Räikkönen,3,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Shanghai International Circuit,4,Ferrari,Kimi Räikkönen,4,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Shanghai International Circuit,2,Ferrari,Kimi Räikkönen,2,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Shanghai International Circuit,4,Ferrari,Charles Leclerc,4,0.8444444444444444,0.8980099502487562,1,1,1997-10-16
Shanghai International Circuit,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Shanghai International Circuit,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Shanghai International Circuit,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Shanghai International Circuit,22,Mercedes,Lewis Hamilton,22,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Shanghai International Circuit,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Shanghai International Circuit,4,Mercedes,Lewis Hamilton,4,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Shanghai International Circuit,2,Mercedes,Lewis Hamilton,2,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Shanghai International Circuit,3,Mercedes,Valtteri Bottas,3,0.965034965034965,0.8778054862842892,1,1,1989-08-28
Shanghai International Circuit,3,Mercedes,Valtteri Bottas,3,0.965034965034965,0.8778054862842892,1,1,1989-08-28
Shanghai International Circuit,1,Mercedes,Valtteri Bottas,1,0.965034965034965,0.8778054862842892,1,1,1989-08-28
Shanghai International Circuit,17,AlphaTauri,Daniel Ricciardo,17,0.9421965317919075,0.4547738693467337,1,1,1989-07-01
Shanghai International Circuit,7,AlphaTauri,Daniel Ricciardo,7,0.9421965317919075,0.4547738693467337,1,1,1989-07-01
Shanghai International Circuit,13,AlphaTauri,Daniil Kvyat,13,0.9175257731958762,0.4547738693467337,1,1,1994-04-26
Shanghai International Circuit,9,AlphaTauri,Daniil Kvyat,9,0.9175257731958762,0.4547738693467337,1,1,1994-04-26
Shanghai International Circuit,11,AlphaTauri,Daniil Kvyat,11,0.9175257731958762,0.4547738693467337,1,1,1994-04-26
Shanghai International Circuit,14,AlphaTauri,Carlos Sainz,14,0.9038461538461539,0.4547738693467337,1,1,1994-09-01
Shanghai International Circuit,8,AlphaTauri,Carlos Sainz,8,0.9038461538461539,0.4547738693467337,1,1,1994-09-01
Shanghai International Circuit,11,AlphaTauri,Carlos Sainz,11,0.9038461538461539,0.4547738693467337,1,1,1994-09-01
Shanghai International Circuit,13,AlphaTauri,Max Verstappen,13,0.9142857142857143,0.4547738693467337,1,1,1997-09-30
Shanghai International Circuit,9,AlphaTauri,Max Verstappen,9,0.9142857142857143,0.4547738693467337,1,1,1997-09-30
Shanghai International Circuit,17,AlphaTauri,Pierre Gasly,17,0.9387755102040817,0.4547738693467337,1,1,1996-02-07
Shanghai International Circuit,16,Racing Point,Sergio Pérez,16,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Shanghai International Circuit,15,Racing Point,Sergio Pérez,15,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Shanghai International Circuit,7,Racing Point,Sergio Pérez,7,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Shanghai International Circuit,8,Racing Point,Sergio Pérez,8,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Shanghai International Circuit,8,Racing Point,Sergio Pérez,8,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Shanghai International Circuit,17,Racing Point,Esteban Ocon,20,0.9230769230769231,0.6084788029925188,1,1,1996-09-17
Shanghai International Circuit,12,Racing Point,Esteban Ocon,12,0.9230769230769231,0.6084788029925188,1,1,1996-09-17
Shanghai International Circuit,12,Alfa Romeo,Sergio Pérez,12,0.9333333333333333,0.42713567839195976,1,1,1990-01-26
Shanghai International Circuit,8,Alfa Romeo,Sergio Pérez,8,0.9333333333333333,0.42713567839195976,1,1,1990-01-26
Shanghai International Circuit,18,Alfa Romeo,Antonio Giovinazzi,15,0.88,0.42713567839195976,1,1,1993-12-14
Shanghai International Circuit,19,Alfa Romeo,Charles Leclerc,19,0.8444444444444444,0.42713567839195976,1,1,1997-10-16
Shanghai International Circuit,1,Red Bull,Sebastian Vettel,1,0.955,0.825,1,1,1987-07-03
Shanghai International Circuit,1,Red Bull,Sebastian Vettel,1,0.955,0.825,1,1,1987-07-03
Shanghai International Circuit,11,Red Bull,Sebastian Vettel,11,0.955,0.825,1,1,1987-07-03
Shanghai International Circuit,9,Red Bull,Sebastian Vettel,9,0.955,0.825,1,1,1987-07-03
Shanghai International Circuit,3,Red Bull,Sebastian Vettel,3,0.955,0.825,1,1,1987-07-03
Shanghai International Circuit,2,Red Bull,Daniel Ricciardo,2,0.9421965317919075,0.825,1,1,1989-07-01
Shanghai International Circuit,7,Red Bull,Daniel Ricciardo,7,0.9421965317919075,0.825,1,1,1989-07-01
Shanghai International Circuit,2,Red Bull,Daniel Ricciardo,2,0.9421965317919075,0.825,1,1,1989-07-01
Shanghai International Circuit,5,Red Bull,Daniel Ricciardo,5,0.9421965317919075,0.825,1,1,1989-07-01
Shanghai International Circuit,6,Red Bull,Daniel Ricciardo,6,0.9421965317919075,0.825,1,1,1989-07-01
Shanghai International Circuit,12,Red Bull,Daniil Kvyat,12,0.9175257731958762,0.825,1,1,1994-04-26
Shanghai International Circuit,6,Red Bull,Daniil Kvyat,6,0.9175257731958762,0.825,1,1,1994-04-26
Shanghai International Circuit,16,Red Bull,Max Verstappen,19,0.9142857142857143,0.825,1,1,1997-09-30
Shanghai International Circuit,5,Red Bull,Max Verstappen,5,0.9142857142857143,0.825,1,1,1997-09-30
Shanghai International Circuit,5,Red Bull,Max Verstappen,5,0.9142857142857143,0.825,1,1,1997-09-30
Shanghai International Circuit,6,Red Bull,Pierre Gasly,6,0.9387755102040817,0.825,1,1,1996-02-07
